endereco_tse,cep,Logradouro,Tipo Logradouro,id_bairro
"RUA DR. MURTINHO, 585",78470000,RUA DR. MURTINHO,RUA,4
"C P A  COMPLEXO RIO MADEIRA CURVO 2  AV. FARQUAR, 2986, PEDRINHAS",76805866,C P A  COMPLEXO RIO MADEIRA CURVO 2  AV. FARQUAR,COMPLEXO,8
"RUA JOAO PAROLIN, 55",80220902,RUA JOAO PAROLIN,RUA,72
"RUA CORONEL JOSÉ PORFÍRIO, 2008, ESQ. COM TRAV. AGRÁRIO CAVALCANTE",68371030,RUA CORONEL JOSÉ PORFÍRIO,RUA,65
"RUA PRUDENTE DE MORAES, 194",13970050,RUA PRUDENTE DE MORAES,RUA,33
RUA SILAS PINHEIRO S/N,68810000,RUA SILAS PINHEIRO S/N,RUA,66
"RUA CAPITÃO VITORIANO MACHADO, 166",14540000,RUA CAPITÃO VITORIANO MACHADO,RUA,26
"RUA TUPINAMBÁ, N.69 - CENTRO",79980000,RUA TUPINAMBÁ,RUA,63
"RUA JOSINA ANTUNES, 26 - BAIRRO CAMPO - TURMALINA / MG -",39660000,RUA JOSINA ANTUNES,RUA,16
"RUA MANATÁ, 690 SL 216  (2 ANDAR)  PRINCESA ISABEL",94940190,RUA MANATÁ,RUA,33
"RUA JOSÉ MARCELINO DE OLIVEIRA, 692 (PRÓXIMO. AO INISA) - CENTRO",67030160,RUA JOSÉ MARCELINO DE OLIVEIRA,RUA,67
"RUA LARA CAMPOS, 105",18530000,RUA LARA CAMPOS,RUA,22
RUA ANTONIO BATISTA GONÇALVES - 281,58540000,RUA ANTONIO BATISTA GONÇALVES - 281,RUA,47
"RUA DAMIÃO MONTEIRO DE SOUZA, 12",59810000,RUA DAMIÃO MONTEIRO DE SOUZA,RUA,72
"RUA MARECHAL RONDON, 100",55495000,RUA MARECHAL RONDON,RUA,53
"RUA 24 DE JANEIRO, 243",64000080,RUA 24 DE JANEIRO,RUA,59
"RUA GENERAL DALTRO FILHO, 299 - SALA 105",95940000,RUA GENERAL DALTRO FILHO,RUA,21
"RUA JOÃO PESSOA, N. 1702, SALA 02, ED. FERRARI",78840000,RUA JOÃO PESSOA,RUA,86
"RUA DAS LARANJEIRAS, QUADRA 15-C, LOTE 14, SETOR AEROPORTO",73840000,RUA DAS LARANJEIRAS,RUA,26
"RUA GONÇALVES DIAS, S/N, ESPLANADA - 8H AS 13H",68633000,RUA GONÇALVES DIAS,RUA,88
"RUA CAPITÃO PAULO DE ARAÚJO, 657, ESQUINA COM RUA AVELINO MAZALOTTI",85555000,RUA CAPITÃO PAULO DE ARAÚJO,RUA,17
"TRAVESSA PAUL HARRIS, 56",97300000,TRAVESSA PAUL HARRIS,TRAVESSA,6
"RUA GOVERNADOR  PARIGOT DE SOUZA, 231- FÓRUM ELEITORAL",86015650,RUA GOVERNADOR  PARIGOT DE SOUZA,RUA,3
"RUA CAPITÃO JOSÉ BIFANO N 271, CENTRO",36730000,RUA CAPITÃO JOSÉ BIFANO N 271,RUA,68
"PRAÇA CEL JOSÉ MALTA DE SÁ, 14",57540000,PRAÇA CEL JOSÉ MALTA DE SÁ,PRAÇA,57
"RUA DES. ANTONIO F. F. DA COSTA, 3585 - FORUM ELEITORAL",87501200,RUA DES. ANTONIO F. F. DA COSTA,RUA,76
"RUA C, N. 167, CONJ. HABIT. RUBENS WANDERLEY, COM. TERCIO VANDERLEY",57230000,RUA C,RUA,47
"RUA VITÓRIO NUNES DA MOTTA, 95, CENTRO EMPRES. DA PRAIA, VITÓRIA/ES",29050480,RUA VITÓRIO NUNES DA MOTTA,RUA,56
"RUA DELEGADO JOSÉ ALFREDO HARDMAN, 180",79037106,RUA DELEGADO JOSÉ ALFREDO HARDMAN,RUA,47
RUA CAPITAO TELES 520,26551190,RUA CAPITAO TELES 520,RUA,95
ESTRADA UNIAO E INDUSTRIA 11860 SALA 4,25750226,ESTRADA UNIAO E INDUSTRIA 11860 SALA 4,ESTRADA,23
"RUA LUIZ PIZA, 885",13700000,RUA LUIZ PIZA,RUA,87
"RUA BENJAMIN CONSTANT, S/N, TÉRREO",44500000,RUA BENJAMIN CONSTANT,RUA,5
"RUA VEREADOR PEDRO VAGNER, 05",84150000,RUA VEREADOR PEDRO VAGNER,RUA,57
"RUA MARECHAL HUMBERTO CASTELO BRANCO, S/N  (PRÉDIO DO FÓRUM)",76470000,RUA MARECHAL HUMBERTO CASTELO BRANCO,RUA,34
"RUA RIO BRANCO, 85 - SEGUNDO ANDAR, SALAS  206/208",9310110,RUA RIO BRANCO,RUA,63
"RUA JOSÉ MARIA TANAJURA, 241, FÓRUM ELEITORAL DA 101 ZONA",46140000,RUA JOSÉ MARIA TANAJURA,RUA,45
"RUA 06, 355, CENTRO",78635000,RUA 06,RUA,76
"RUA MAJOR AUGUSTO FRANCISCO RIOS CARNEIRO, 44",18320970,RUA MAJOR AUGUSTO FRANCISCO RIOS CARNEIRO,RUA,42
"RUA PROFESSORA MARIA CLAUDETE BANDEIRA DE SOUSA, 307",58840000,RUA PROFESSORA MARIA CLAUDETE BANDEIRA DE SOUSA,RUA,31
"RUA CORNELIO DE OLIVEIRA LIMA, 81",69960000,RUA CORNELIO DE OLIVEIRA LIMA,RUA,14
"RUA CÔNEGO NESTOR, 214",65550000,RUA CÔNEGO NESTOR,RUA,91
RUA AMAZONAS 1000,86845000,RUA AMAZONAS 1000,RUA,85
"RUA ANTONIO PINTO, 178, SALA 3",89560000,RUA ANTONIO PINTO,RUA,16
"RUA FIGUEIREDO CAMARGO, 1133/301",21870210,RUA FIGUEIREDO CAMARGO,RUA,99
"RUA PAULO SETUBAL, 220",12245912,RUA PAULO SETUBAL,RUA,64
"RUA FIORAVANTE PADULA, 03",36830000,RUA FIORAVANTE PADULA,RUA,80
"RUA DR. FELICIANO SODRÉ, 153, 2 ANDAR",24440440,RUA DR. FELICIANO SODRÉ,RUA,13
RUA JOAO BATISTA EVANGELISTA S/N - CENTRO DE ENGENHEIRO PEDREIRA,26423290,RUA JOAO BATISTA EVANGELISTA S/N - CENTRO DE ENGENHEIRO PEDREIRA,RUA,86
"RUA SOLON DE LUCENA, S/N",58680000,RUA SOLON DE LUCENA,RUA,48
"RUA CORONEL BRANDÃO, 1972",69930000,RUA CORONEL BRANDÃO,RUA,18
"RUA BORGES DE BARROS, 37",45570000,RUA BORGES DE BARROS,RUA,28
"RUA SERGIO ALVES DE MELO, S/N, FÓRUM DR. NESTOR VAREJÃO",55390000,RUA SERGIO ALVES DE MELO,RUA,90
RUA MONSENHOR VALERIANO PEREIRA,58713000,RUA MONSENHOR VALERIANO PEREIRA,RUA,18
RUA ANTONIO DOURADO DE SANTANA,69350000,RUA ANTONIO DOURADO DE SANTANA,RUA,59
"RUA DANIEL DE CARVALHO, 189",35860000,RUA DANIEL DE CARVALHO,RUA,59
"RUA GERMANO GREVE, N 284",78280000,RUA GERMANO GREVE,RUA,94
"RUA JOÃO VIEIRA MACHADO, N 535, ESQ. RUA GILDA SEVERINO BARBOSA",75815000,RUA JOÃO VIEIRA MACHADO,RUA,44
"RUA SÃO BENEDITO, 800 A/B",78390000,RUA SÃO BENEDITO,RUA,81
"PRAÇA GETULIO VARGAS, 68",39864000,PRAÇA GETULIO VARGAS,PRAÇA,47
"RUA PEDRO AMÉRICO, 3545 -  FORUM ELEITORAL DR. HERALDO VIDAL CORREIA",85770000,RUA PEDRO AMÉRICO,RUA,41
"RUA CÍCERO PORTELA, 537",64300000,RUA CÍCERO PORTELA,RUA,66
"RUA 20, QD. 78, LT. 04 A 11",76290000,RUA 20,RUA,45
RUA FLORIANO RUBIM S/N,29770000,RUA FLORIANO RUBIM S/N,RUA,40
"TV PIRAJA, S/N - 8H ÀS 13H",66087490,TV PIRAJA,TRAVESSA,77
"RUA NIVEL MÉDIO, 08 -CENTRO",65393000,RUA NIVEL MÉDIO,RUA,60
"RUA 28, QUADRA 19, LOTE 1 A 12",75870000,RUA 28,RUA,25
"RUA SÉTIMO CASAROTTO, N. 98. SALA 2.",89770000,RUA SÉTIMO CASAROTTO,RUA,13
"RUA BARÃO DO RIO BRANCO, 3010, FORUM ELEITORAL",85303130,RUA BARÃO DO RIO BRANCO,RUA,99
"RUA DA BANDEIRA, 99",37970000,RUA DA BANDEIRA,RUA,76
"RUA IRACI BEZERRA, 344",63540000,RUA IRACI BEZERRA,RUA,41
QUADRA 07 AREA RESERVADA 01,73035070,QUADRA 07 AREA RESERVADA 01,QUADRA,84
"RUA SANTO ANTONIO, S/N",63290000,RUA SANTO ANTONIO,RUA,7
"RUA PAULO SETÚBAL, 220",12245460,RUA PAULO SETÚBAL,RUA,62
"PRAÇA GETÚLIO VARGAS, N. 183-A",35610000,PRAÇA GETÚLIO VARGAS,PRAÇA,77
"RUA PORTO SEGURO, 78",45585000,RUA PORTO SEGURO,RUA,33
RUA SACADURA CABRAL 226 FUNDOS SOBRADO,20221161,RUA SACADURA CABRAL 226 FUNDOS SOBRADO,RUA,33
"RUA GOV. PARIGOT DE SOUZA, 231 - FORUM ELEITORAL",86015650,RUA GOV. PARIGOT DE SOUZA,RUA,4
"RUA FIGUEIREDO CAMARGO, N. 1133, SALA 303",21870210,RUA FIGUEIREDO CAMARGO,RUA,55
"RUA RIO GRANDE DO SUL, S/N",58414025,RUA RIO GRANDE DO SUL,RUA,100
"PRAÇA POLÍBIO RUAS, 223",39930000,PRAÇA POLÍBIO RUAS,PRAÇA,10
RUA DOUTOR FRANCISCO PORTELA 2.775,24435001,RUA DOUTOR FRANCISCO PORTELA 2.775,RUA,15
"RUA SÃO JOÃO, QD. 10B, ED. DO FÓRUM",76485000,RUA SÃO JOÃO,RUA,32
"RUA ÁFRICA, N 254",83323320,RUA ÁFRICA,RUA,28
"RUA SILVANDIR F. CHAVES, 108 COND. EMPRESARIAL TORRES BUSINESS, LJ 02",42700000,RUA SILVANDIR F. CHAVES,RUA,43
"RUA JOÃO DE ALMEIDA, 126",9920140,RUA JOÃO DE ALMEIDA,RUA,100
"RUA CAPITAO MIGUEL DANTAS, 1000",63210000,RUA CAPITAO MIGUEL DANTAS,RUA,14
"RUA NILO PEÇANHA, 347",28660000,RUA NILO PEÇANHA,RUA,68
"RUA ULISSES HOLANDA CAMPELO, 407",62980000,RUA ULISSES HOLANDA CAMPELO,RUA,1
RUA DES. ANTONIO F. F. DA COSTA - 3585 - FORUM ELEITORAL,87501200,RUA DES. ANTONIO F. F. DA COSTA - 3585 - FORUM ELEITORAL,RUA,77
"RUA MAJOR PENHA, 22 FÓRUM MARTINHO LÍCIO",37440000,RUA MAJOR PENHA,RUA,57
RUA CEL JOAO CANDIDO 578 FORUM,63400000,RUA CEL JOAO CANDIDO 578 FORUM,RUA,89
RUA JARDIM BOTANICO 1060,22460000,RUA JARDIM BOTANICO 1060,RUA,63
"RODOVIA ANTONIO DA SILVA MACHADO, SN - FORUM ELEITORAL",86350000,RODOVIA ANTONIO DA SILVA MACHADO,RODOVIA,52
"RUA JOSÉ DO RÊGO, 330",64540000,RUA JOSÉ DO RÊGO,RUA,32
"RUA ALMEIDA BARRETO, 39",58200000,RUA ALMEIDA BARRETO,RUA,6
"RUA ALICE QUINTELA MAURICI REGADAS, 66, LJ 07",25953240,RUA ALICE QUINTELA MAURICI REGADAS,RUA,31
"RUA PROFESSORA VITALINA CAIAFA ESQUIVEL, 78",9911180,RUA PROFESSORA VITALINA CAIAFA ESQUIVEL,RUA,99
TV TIRADENTES 452 - CALCADÃO MANOEL RODRIGUES DA FONSECA,63900129,TV TIRADENTES 452 - CALCADÃO MANOEL RODRIGUES DA FONSECA,TRAVESSA,29
"RUA ITÁLIA, 1673, CENTRO",14801350,RUA ITÁLIA,RUA,45
RUA EXPEDICIONARIO PEDRO PAULIN S/NR,83570000,RUA EXPEDICIONARIO PEDRO PAULIN S/NR,RUA,64
"RUA PEDRO MANSUR ELIAS, 25 - SALA 01",88140000,RUA PEDRO MANSUR ELIAS,RUA,7
"RUA IGNACIO FELIPE, 10 - FORUM ELEITORAL",85615000,RUA IGNACIO FELIPE,RUA,12
"PRAÇA SANTO ANTÔNIO, 15",37476000,PRAÇA SANTO ANTÔNIO,PRAÇA,70
"RUA ANFRÍSIO LOBÃO, 672",64120000,RUA ANFRÍSIO LOBÃO,RUA,64
PRAÇA SANTO ANTÔNIO - S/N - FÓRUM DES. JAYME BULHÕES,46200000,PRAÇA SANTO ANTÔNIO - S/N - FÓRUM DES. JAYME BULHÕES,PRAÇA,13
"RUA CEL. JOÃO DE SOUZA LEÃO, 125",55590000,RUA CEL. JOÃO DE SOUZA LEÃO,RUA,92
"RUA PADRE NORMANDO PIGNATARO DELGADO, S/N",59215000,RUA PADRE NORMANDO PIGNATARO DELGADO,RUA,66
"RUA CEL. ARAÚJO RIBEIRO, 296",96790000,RUA CEL. ARAÚJO RIBEIRO,RUA,28
"RODOVIA CE 364, KM 61, SN - FÓRUM DA JUSTIÇA COMUM",62160000,RODOVIA CE 364,RODOVIA,91
"RUA DOS PESCADORES, 85 - SOBRELOJA - SALA 2",11750000,RUA DOS PESCADORES,RUA,94
"RUA VICENTE GOMES, S/N",62170000,RUA VICENTE GOMES,RUA,18
"RUA ARTUR LOBATO, 118 - CENTRO",36955000,RUA ARTUR LOBATO,RUA,45
"RUA SILVANDIR F. CHAVES, 108 - ED. TORRES BUSINESS - LOJA 03",42700000,RUA SILVANDIR F. CHAVES,RUA,42
"RUA 13 DE MAIO, 483",68685000,RUA 13 DE MAIO,RUA,86
"RUA CASTELO BRANCO, 47",45170000,RUA CASTELO BRANCO,RUA,90
"RUA PADRE VICENTE NOGUEIRA, 159",69460000,RUA PADRE VICENTE NOGUEIRA,RUA,31
"RUA 31 DE DEZEMBRO, 308",39430000,RUA 31 DE DEZEMBRO,RUA,2
"RUA GENERAL LABATUT, 174",6233060,RUA GENERAL LABATUT,RUA,84
"RUA MINERVINA DE FREITAS, S/N - FÓRUM ELEITORAL",84240000,RUA MINERVINA DE FREITAS,RUA,30
"RUA JOAQUIM RODRIGUES FERREIRA, 1157",86390000,RUA JOAQUIM RODRIGUES FERREIRA,RUA,52
"RUA NOVA BRASILIA, S/N",65380000,RUA NOVA BRASILIA,RUA,58
RUA ÁPIA 257 - SALAS 201/202/206,21221250,RUA ÁPIA 257 - SALAS 201/202/206,RUA,73
"TRAVESSA PIRAJÁ, S/N - 8H AS 13H",66087490,TRAVESSA PIRAJÁ,TRAVESSA,71
"RUA JOÃO RIBEIRO DO EGITO, 30",55860000,RUA JOÃO RIBEIRO DO EGITO,RUA,26
"RUA PADRE ERISBERTO, S/N, NOVO HORIZONTE, ALEXANDRIA/RN",59965000,RUA PADRE ERISBERTO,RUA,45
"PRAÇA JOAQUIM NABUCO, 112-D CENTRO PRÓXIMO À PREFEITURA",55385000,PRAÇA JOAQUIM NABUCO,PRAÇA,1
"RUA JESUITA ADEODATO, S/N",63750000,RUA JESUITA ADEODATO,RUA,39
RUA 7 DE SETEMBRO S/N,65570000,RUA 7 DE SETEMBRO S/N,RUA,50
"RUA OSÓRIO GUIMARÃES, 620 - FORUM ELEITORAL",84400000,RUA OSÓRIO GUIMARÃES,RUA,39
"RUA PEDRO CAVALCANTE, N 458",57265000,RUA PEDRO CAVALCANTE,RUA,71
"RUA AMARAL FRANCO, 261",36900000,RUA AMARAL FRANCO,RUA,24
"PRAÇA CORONEL NEVES, 491/493",37170000,PRAÇA CORONEL NEVES,PRAÇA,18
"RUA CORONEL JAMBO, 39",56163000,RUA CORONEL JAMBO,RUA,9
RUA OLIVEIRA BOTELHO S/N,24425000,RUA OLIVEIRA BOTELHO S/N,RUA,14
"RUA TITO FULGÊNCIO, 245",38500000,RUA TITO FULGÊNCIO,RUA,37
"RUA LAGOA DOURADA, 268",35490000,RUA LAGOA DOURADA,RUA,78
"RUA ARTHUR COUTO, 158",35800000,RUA ARTHUR COUTO,RUA,83
"RUA DR. JORGE MOOJEN, 301",95300000,RUA DR. JORGE MOOJEN,RUA,72
"PRAÇA BARÃO DO RIO BRANCO, 41",13930000,PRAÇA BARÃO DO RIO BRANCO,PRAÇA,5
"ESTRADA SÃO JOÃO MARCOS, S/N - SEGUNDO PAVIMENTO - FORUM",23860000,ESTRADA SÃO JOÃO MARCOS,ESTRADA,92
"RUA GILBERTO MENEZES, 35 - 8H ÀS 13H",68740000,RUA GILBERTO MENEZES,RUA,84
PRAÇA SANTANA N. 120 - TÉRREO (PALÁCIO DOS TRÊS PODERES),36212000,PRAÇA SANTANA N. 120 - TÉRREO (PALÁCIO DOS TRÊS PODERES),PRAÇA,12
"RUA JOÃO NEGRÃO JUNIOR, 380",84530000,RUA JOÃO NEGRÃO JUNIOR,RUA,67
"RUA 15 DE NOVEMBRO, 645",78325000,RUA 15 DE NOVEMBRO,RUA,80
"RUA BARRETOS, 1690",76880000,RUA BARRETOS,RUA,13
"RUA FRANCISCO COELHO PEREIRA, 456",28940000,RUA FRANCISCO COELHO PEREIRA,RUA,25
"RUA CARLOS GOMES, 606",13860000,RUA CARLOS GOMES,RUA,34
"RUA ÁLVARO DA COSTA, 28",8461420,RUA ÁLVARO DA COSTA,RUA,96
"RUA FERNANDO CABRAL, S/N",58328000,RUA FERNANDO CABRAL,RUA,23
RUA DO HIPODROMO ESQ. COM ELIONOR FRANÇA N. 590,75803018,RUA DO HIPODROMO ESQ. COM ELIONOR FRANÇA N. 590,RUA,48
"RUA ABDON PORTELA, 17",64520000,RUA ABDON PORTELA,RUA,28
RUA ISALTINA CAMPOS - S/N,44150000,RUA ISALTINA CAMPOS - S/N,RUA,74
"RUA JOÃO FACUNDES BONFIM, 166",63640000,RUA JOÃO FACUNDES BONFIM,RUA,98
"RUA JOSÉ BONIFÁCIO, 132",13631062,RUA JOSÉ BONIFÁCIO,RUA,4
"RUA CANTÍDIO GUIMARÃES, S/N",68710000,RUA CANTÍDIO GUIMARÃES,RUA,96
TRAVESSA VILA IBOTY 34,26255240,TRAVESSA VILA IBOTY 34,TRAVESSA,14
"RUA GERVÁSIO DE OLIVEIRA LIMA, 147",57312630,RUA GERVÁSIO DE OLIVEIRA LIMA,RUA,42
"RUA MANOEL LIBÂNIO DA SILVA, 66 - CENTRO.",45450000,RUA MANOEL LIBÂNIO DA SILVA,RUA,24
"PRAÇA DA MATRIZ, N. 14",39730000,PRAÇA DA MATRIZ,PRAÇA,26
"RUA REGENTE FEIJÓ, S/N, 2 ANDAR, SL. 219 - PALÁCIO DA JUSTIÇA",13013900,RUA REGENTE FEIJÓ,RUA,79
"RUA URUGUAI, 51",26130525,RUA URUGUAI,RUA,67
"RUA PREFEITO SINVAL AUGUSTO FERREIRA DA SILVA, 151 - LOJA 03",28390000,RUA PREFEITO SINVAL AUGUSTO FERREIRA DA SILVA,RUA,25
"ROD. MOURA CARVALHO, S/N - ESQ. COM A RUA DOZE DE OUTUBRO",68445000,ROD. MOURA CARVALHO,RODOVIA,69
"RUA SÃO FRANCISCO, 140-A",16300000,RUA SÃO FRANCISCO,RUA,92
"RUA ARGEMIRO DE PAULA COUTINHO, 2000",27310020,RUA ARGEMIRO DE PAULA COUTINHO,RUA,63
PRAÇA DOS TRÊS PODERES SN LESSA RIBEIRO,42850000,PRAÇA DOS TRÊS PODERES SN LESSA RIBEIRO,PRAÇA,17
"RUA SÃO SEBASTIÃO, S/N, PROX. A DELEGACIA",65975000,RUA SÃO SEBASTIÃO,RUA,67
"RUA DOS BOMBEIROS VOLUNTÁRIOS, 100",95840000,RUA DOS BOMBEIROS VOLUNTÁRIOS,RUA,27
"RUA MAE UMBELINA, 180 - TÉRREO - CENTRO - BONITO DE SANTA FÉ/PB",58960000,RUA MAE UMBELINA,RUA,94
"RUA ANTONIO CORUJA, 99/109",1126030,RUA ANTONIO CORUJA,RUA,68
RUA RIO GRANDE DO SUL S/N - COMPLEXO JUDICIARIO,58414025,RUA RIO GRANDE DO SUL S/N - COMPLEXO JUDICIARIO,RUA,98
"RUA CORONEL CONSTANTINO CUNHA, 1262",29933530,RUA CORONEL CONSTANTINO CUNHA,RUA,48
"RUA TREZE DE MAIO, 430/A E 442",13800051,RUA TREZE DE MAIO,RUA,72
"RUA PINHEIRO ROCHA,  N. 738",97610000,RUA PINHEIRO ROCHA,RUA,5
"RUA DA JAQUEIRA, 562",45810000,RUA DA JAQUEIRA,RUA,67
"RUA DEOLINDO DAZÍLIO, 03",29800000,RUA DEOLINDO DAZÍLIO,RUA,31
"RUA BENEDITO VIEIRA DA SILVA, 300 - CENTRO FÓRUM",12970000,RUA BENEDITO VIEIRA DA SILVA,RUA,97
"RUA ANTONIO JOAQUIM, 184",59760000,RUA ANTONIO JOAQUIM,RUA,46
"RUA CORONEL CÂNDIDO VIANA, 220",33600000,RUA CORONEL CÂNDIDO VIANA,RUA,66
"RUA SETE DE SETEMBRO, 807",95960000,RUA SETE DE SETEMBRO,RUA,48
"RUA 24 DE JANEIRO, 243",64000080,RUA 24 DE JANEIRO,RUA,62
"RUA ANTÔNIO JOSÉ DE MOURA, 50",56640000,RUA ANTÔNIO JOSÉ DE MOURA,RUA,80
"RUA JOSE DOMINGOS BRANCO, 820",84220000,RUA JOSE DOMINGOS BRANCO,RUA,64
"RUA ODON BEZERRA, 309",58020500,RUA ODON BEZERRA,RUA,12
"RUA MADRE DE DEUS, 427",3119000,RUA MADRE DE DEUS,RUA,69
"RUA RUY RIBEIRO, N. 109, QUADRA 6",47200000,RUA RUY RIBEIRO,RUA,68
RUA VALDENEZ PEREIRA DE SOUZA S/N - ANEXO AO FORUM FERREIRA JUNIOR,58900000,RUA VALDENEZ PEREIRA DE SOUZA S/N - ANEXO AO FORUM FERREIRA JUNIOR,RUA,97
"RUA JULITA GARCIA SERAFIM, SN",58398000,RUA JULITA GARCIA SERAFIM,RUA,35
"RUA JOSÉ LUIZ DA SILVEIRA BARROS, N. 150, CENTRO (VIZINHO AO FÓRUM)",55460000,RUA JOSÉ LUIZ DA SILVEIRA BARROS,RUA,79
"RUA JORGE AUGUSTO, 258",3645000,RUA JORGE AUGUSTO,RUA,76
"RUA SEBASTIÃO DA ROCHA, S/N",55715000,RUA SEBASTIÃO DA ROCHA,RUA,82
"RUA RAFAEL MACHADO NETO, 50",18304130,RUA RAFAEL MACHADO NETO,RUA,84
"RUA CASTRO ALVES, 962",19200000,RUA CASTRO ALVES,RUA,2
RUA DOMINGOS MARTINS N. 87,29176055,RUA DOMINGOS MARTINS N. 87,RUA,50
"RUA ANISIO SERRAO, N. 2004 - CENTRO",76963804,RUA ANISIO SERRAO,RUA,2
"RUA PADRE BAUZOLA, 92 SÃO SEBASTIÃO",69700000,RUA PADRE BAUZOLA,RUA,23
"RUA JAGUAR, 40",8030460,RUA JAGUAR,RUA,94
"RUA DONA CARLINDA, 450 - SALA 227",95680000,RUA DONA CARLINDA,RUA,36
RUA ANÁLIA VIEIRA DE SOUZA N 275,29600000,RUA ANÁLIA VIEIRA DE SOUZA N 275,RUA,28
"RUA MARIA CÂNDIDA DE SENA, S/N",58390000,RUA MARIA CÂNDIDA DE SENA,RUA,86
"RUA PROFA. DINORAH CRUZ, 71",11740000,RUA PROFA. DINORAH CRUZ,RUA,29
"PRAÇA DAS CINCO PONTAS, 321",50020500,PRAÇA DAS CINCO PONTAS,PRAÇA,16
"RUA OSVALDO ARANHA, 1846",97340000,RUA OSVALDO ARANHA,RUA,16
"RUA NARCISO BARISON, 171",89665000,RUA NARCISO BARISON,RUA,93
"RUA RAUL DA COSTA LEAO,122",58580000,RUA RAUL DA COSTA LEAO,RUA,42
RUA FRANCISCO MOTA LIMA  ESQ/ COM RUA 02,73950000,RUA FRANCISCO MOTA LIMA  ESQ/ COM RUA 02,RUA,13
"RUA DOM PEDRO I, 321",64850000,RUA DOM PEDRO I,RUA,37
"RUA SÉRGIO FERREIRA DE CARVALHO, 188",64700000,RUA SÉRGIO FERREIRA DE CARVALHO,RUA,57
"RUA FENIANO MITLEG, 36",29380000,RUA FENIANO MITLEG,RUA,43
RUA ANTONIO BITTENCOURT CAPANEMA S/N,88770000,RUA ANTONIO BITTENCOURT CAPANEMA S/N,RUA,99
"RUA FRANCISCO ÁLVARO SOBREIRO, 654",37564000,RUA FRANCISCO ÁLVARO SOBREIRO,RUA,24
"RUA BRIGADEIRO LUIZ ANTONIO, 46",16010680,RUA BRIGADEIRO LUIZ ANTONIO,RUA,43
"RUA SAINT HILAIRE, 187 - FORUM ELEITORAL",84035350,RUA SAINT HILAIRE,RUA,35
RUA MARTINHO DE CAMPOS S/N,23515040,RUA MARTINHO DE CAMPOS S/N,RUA,4
"RUA DR. ARMANDO DE SALLES OLIVEIRA, 391",13610220,RUA DR. ARMANDO DE SALLES OLIVEIRA,RUA,49
"RUA DR. PEDRO PAULO MASCARENHAS, S/N - FÓRUM ABELARD RODRIGUES",44640000,RUA DR. PEDRO PAULO MASCARENHAS,RUA,69
"RUA FREI BERNARDO SCHENEIDER, S/N - ALTO DA BELA VISTA - FÓRUM LOCAL",55240000,RUA FREI BERNARDO SCHENEIDER,RUA,12
RUA WALTER LINS S/N,69870000,RUA WALTER LINS S/N,RUA,33
RUA FIGUEIREDO CAMARGO 1133 - SALA 205,21870210,RUA FIGUEIREDO CAMARGO 1133 - SALA 205,RUA,93
"RUA MARIA APARECIDA, 84",13220090,RUA MARIA APARECIDA,RUA,31
"RUA GARIBALDI, 596",95080190,RUA GARIBALDI,RUA,41
"RUA DONA LEOPOLDINA MAIA, 464",37177000,RUA DONA LEOPOLDINA MAIA,RUA,88
"RUA CEL. SIMPLICIO BEZERRA, 32",62970000,RUA CEL. SIMPLICIO BEZERRA,RUA,70
"RUA BENTO LISBOA, 65",28970000,RUA BENTO LISBOA,RUA,58
"RUA CERQUEIRA CÉSAR, 333",14010130,RUA CERQUEIRA CÉSAR,RUA,26
"RUA URUGUAI, 51",26130525,RUA URUGUAI,RUA,64
"RUA VIDAL DE NEGREIROS, 200",58700330,RUA VIDAL DE NEGREIROS,RUA,21
"RUA MIRALDO PEDRO ZIBETTI, 185 - FORUM ELEITORAL",85903160,RUA MIRALDO PEDRO ZIBETTI,RUA,71
PRAÇA MARECHAL JOSÉ PESSOA 95 - EDIFÍCIO DO FÓRUM ANTIGO,27511380,PRAÇA MARECHAL JOSÉ PESSOA 95 - EDIFÍCIO DO FÓRUM ANTIGO,PRAÇA,29
"RUA ANTÔNIO OLINTO,  47",35420000,RUA ANTÔNIO OLINTO,RUA,27
"RUA PADRE FRANCISCO CAMARGO, 759 - FORUM ELEITORAL",83414010,RUA PADRE FRANCISCO CAMARGO,RUA,70
"ESTRADA DE ACESSO AO MIL REIS, SN",65763000,ESTRADA DE ACESSO AO MIL REIS,ESTRADA,99
"RUA VIENA, S/N - FÓRUM ELEITORAL",84350000,RUA VIENA,RUA,16
"RUA AUGUSTO DAROS 100, SALA 202",95670000,RUA AUGUSTO DAROS 100,RUA,60
"RUA DOUTOR CAMPOS SALES, 66 - CASA 02",18170000,RUA DOUTOR CAMPOS SALES,RUA,95
"RUA VENÂNCIO MARTINS SAMPAIO, S/N (FÓRUM)",58155000,RUA VENÂNCIO MARTINS SAMPAIO,RUA,45
"RUA TREZE DE MAIO, 834",13330120,RUA TREZE DE MAIO,RUA,28
"RUA XV DE NOVEMBRO, S/N",48850000,RUA XV DE NOVEMBRO,RUA,35
"RUA JOÃO DUARTE, 106",37140000,RUA JOÃO DUARTE,RUA,9
"RUA PAULO SETÚBAL, 220, VILA ADYANNA",12245460,RUA PAULO SETÚBAL,RUA,61
"RUA FORTALEZA, 500",44900000,RUA FORTALEZA,RUA,31
"RUA MONSENHOR BICALHO, S/N",35950000,RUA MONSENHOR BICALHO,RUA,2
"RUA JOSE NOBREGA DA SILVA, S/ N., AO LADO DO FÓRUM",78600000,RUA JOSE NOBREGA DA SILVA,RUA,83
